Código IES;Instituição(IES);Sigla;Categoria Administrativa;Código Curso;Nome do Curso;Grau;Modalidade;CC;Ano CC;CPC;Ano CPC;ENADE;Ano ENADE;IDD;Ano IDD;Vagas Autorizadas;Data início funcionamento;Data Ato de Criação;Situação;Código Área Geral CINE;Área Geral CINE;Código Área Específica CINE;Área Específica CINE;Código Área Detalhada CINE;Área Detalhada CINE;Código Rótulo CINE;Rótulo CINE
353;FACULDADE EVANGÉLICA MACKENZIE DO PARANÁ;FEMPAR;Privada sem fins lucrativos;7705;MEDICINA;Bacharelado;Presencial;5;2024;3;2023;4;2025;3;2023;120;03/01/1969;15/01/1969;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
353;FACULDADE EVANGÉLICA MACKENZIE DO PARANÁ;FEMPAR;Privada sem fins lucrativos;95189;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2010;3;2013;4;2013;-;;200;01/02/2007;08/06/2006;Em Extinção;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
355;UNIVERSIDADE TUIUTI DO PARANÁ;UTP;Privada com fins lucrativos;18939;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2014;3;2023;3;2023;3;2023;300;01/09/1997;11/07/1997;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
355;UNIVERSIDADE TUIUTI DO PARANÁ;UTP;Privada com fins lucrativos;101058;BIOMEDICINA;Bacharelado;Presencial;5;2011;4;2023;3;2023;4;2023;130;12/02/2007;28/09/2006;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
355;UNIVERSIDADE TUIUTI DO PARANÁ;UTP;;1728007;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;300;Não iniciado;-;Em Atividade;;;;;;;;
367;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;UNIMONTES;Pública Estadual;7837;MEDICINA;Bacharelado;Presencial;-;;4;2023;5;2025;4;2023;80;04/03/1969;06/11/1974;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
367;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;UNIMONTES;Pública Estadual;1601990;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;28;Não iniciado;28/04/2022;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;FMU;Privada sem fins lucrativos;18822;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2024;2;2023;2;2023;2;2023;550;01/04/1998;16/02/1998;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;FMU;Privada sem fins lucrativos;37979;BIOMEDICINA;Bacharelado;Presencial;-;2015;3;2023;2;2023;2;2023;760;01/03/2000;15/04/1999;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;FMU;Privada sem fins lucrativos;114504;BIOMEDICINA;Bacharelado;Presencial;4;2018;3;2023;2;2023;2;2023;453;02/02/2009;05/08/2008;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;FMU;Privada sem fins lucrativos;123081;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;120;03/08/2009;01/04/2009;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;FMU;Privada sem fins lucrativos;1519849;BIOMEDICINA;Bacharelado;A Distância;5;2023;2;2023;2;2023;SC;2023;300;05/03/2020;13/12/2019;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;FMU;Privada sem fins lucrativos;1701453;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;300;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;FMU;;1725077;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;550;Não iniciado;-;Em Atividade;;;;;;;;
375;UNIVERSIDADE SANTO AMARO;UNISA;Privada sem fins lucrativos;7973;MEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;80;06/04/1970;17/03/1970;Extinto;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
375;UNIVERSIDADE SANTO AMARO;UNISA;Privada sem fins lucrativos;74626;BIOMEDICINA;Bacharelado;Presencial;4;2011;4;2023;3;2023;3;2023;180;01/02/2005;13/05/1974;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
375;UNIVERSIDADE SANTO AMARO;UNISA;Privada sem fins lucrativos;74644;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2010;5;2023;4;2023;5;2023;300;01/02/2005;17/05/1995;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
375;UNIVERSIDADE SANTO AMARO;UNISA;Privada sem fins lucrativos;74655;MEDICINA;Bacharelado;Presencial;4;2024;3;2023;2;2025;1;2023;304;01/02/2005;17/03/1970;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
375;UNIVERSIDADE SANTO AMARO;UNISA;Privada sem fins lucrativos;1524183;BIOMEDICINA;Bacharelado;A Distância;5;2023;3;2023;2;2023;SC;2023;200;10/02/2020;07/02/2020;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
375;UNIVERSIDADE SANTO AMARO;UNISA;Privada sem fins lucrativos;1524184;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;200;Não iniciado;07/02/2020;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
375;UNIVERSIDADE SANTO AMARO;UNISA;Privada sem fins lucrativos;1599623;MEDICINA;Bacharelado;Presencial;5;2022;-;;-;;-;;143;07/08/2023;03/07/2023;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
375;UNIVERSIDADE SANTO AMARO;UNISA;Privada sem fins lucrativos;1701460;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;200;06/10/2025;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
376;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;-;Privada com fins lucrativos;103153;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;240;01/02/2010;15/05/2007;Extinto;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
376;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;-;Privada com fins lucrativos;103167;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;240;01/02/2010;15/05/2007;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
376;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;-;Privada com fins lucrativos;1165971;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;80;25/02/2013;03/10/2011;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
376;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;-;Privada com fins lucrativos;1364390;BIOMEDICINA;Bacharelado;Presencial;4;2023;3;2023;2;2023;2;2023;90;08/08/2016;20/06/2016;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
376;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;-;Privada com fins lucrativos;1403870;BIOMEDICINA;Bacharelado;Presencial;4;2022;-;;-;;-;;150;26/02/2018;01/06/2017;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
376;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;-;Privada com fins lucrativos;1405420;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2025;3;2023;2;2023;3;2023;150;26/02/2018;01/06/2017;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
376;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;Anhanguera SP;Privada com fins lucrativos;1643224;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;90;19/02/2024;22/06/2023;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Privada com fins lucrativos;1313826;BIOMEDICINA;Bacharelado;Presencial;4;2024;3;2023;2;2023;2;2023;720;09/02/2015;29/10/2014;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Privada com fins lucrativos;1313832;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2024;3;2023;3;2023;3;2023;240;09/02/2015;29/10/2014;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Privada com fins lucrativos;1322833;BIOMEDICINA;Bacharelado;Presencial;5;2023;3;2023;3;2023;3;2023;240;14/10/2016;14/10/2016;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Privada com fins lucrativos;1422033;BIOMEDICINA;Bacharelado;A Distância;5;2023;2;2023;1;2023;2;2023;8850;01/02/2018;15/08/2017;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Privada com fins lucrativos;1467684;MEDICINA VETERINÁRIA;Bacharelado;A Distância;-;;-;;-;;-;;8850;Não iniciado;14/01/2019;Em Extinção;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Privada com fins lucrativos;1534825;BIOMEDICINA;Bacharelado;Presencial;3;2022;-;;-;;-;;180;07/08/2023;15/12/2022;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Privada com fins lucrativos;1536441;BIOMEDICINA;Bacharelado;Presencial;4;2024;3;2023;3;2023;3;2023;240;01/08/2020;02/06/2020;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Privada com fins lucrativos;1536452;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2025;-;;-;;-;;240;20/07/2020;02/06/2020;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Privada com fins lucrativos;1632865;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;240;10/02/2023;24/02/2023;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Privada com fins lucrativos;1632872;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;240;01/08/2023;24/02/2023;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Privada com fins lucrativos;1701463;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;8850;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Privada com fins lucrativos;1711440;MEDICINA VETERINÁRIA;Bacharelado;Semipresencial;-;;-;;-;;-;;8850;Não iniciado;25/09/2025;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
384;Universidade Evangélica de Goiás;UniEVANGÉLICA;Privada sem fins lucrativos;108884;MEDICINA;Bacharelado;Presencial;5;2025;4;2023;4;2025;4;2023;160;02/03/2008;06/02/2008;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
384;Universidade Evangélica de Goiás;UniEVANGÉLICA;Privada sem fins lucrativos;1457072;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2023;4;2023;3;2023;3;2023;120;04/02/2019;14/09/2018;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
384;Universidade Evangélica de Goiás;UniEVANGÉLICA;Privada sem fins lucrativos;1610135;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;300;02/08/2022;29/07/2022;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
384;Universidade Evangélica de Goiás;UniEVANGÉLICA;Privada sem fins lucrativos;1701467;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;300;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
385;UNIVERSIDADE SALVADOR;UNIFACS;Privada com fins lucrativos;1258710;BIOMEDICINA;Bacharelado;Presencial;3;2017;4;2023;3;2023;3;2023;310;01/08/2013;02/05/2013;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
385;UNIVERSIDADE SALVADOR;UNIFACS;Privada com fins lucrativos;1258991;BIOMEDICINA;Bacharelado;Presencial;4;2022;3;2023;2;2023;3;2023;150;08/08/2016;06/04/2016;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
385;UNIVERSIDADE SALVADOR;UNIFACS;Privada com fins lucrativos;1265455;MEDICINA VETERINÁRIA;Bacharelado;Presencial;5;2017;3;2023;2;2023;1;2023;300;17/02/2014;11/10/2013;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
385;UNIVERSIDADE SALVADOR;UNIFACS;Privada com fins lucrativos;1635576;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;100;22/03/2023;03/04/2023;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
385;UNIVERSIDADE SALVADOR;UNIFACS;;1724699;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;140;Não iniciado;-;Em Atividade;;;;;;;;
385;UNIVERSIDADE SALVADOR;UNIFACS;Privada com fins lucrativos;5000979;MEDICINA;Bacharelado;Presencial;5;2024;3;2023;3;2025;2;2023;270;06/08/2012;-;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
386;CENTRO UNIVERSITÁRIO DE GOIÁS;UNIGOIÁS;Privada com fins lucrativos;1406658;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2022;3;2023;3;2023;3;2023;280;05/02/2018;13/02/2017;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
386;CENTRO UNIVERSITÁRIO DE GOIÁS;UNIGOIÁS;Privada com fins lucrativos;1422312;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;120;Não iniciado;13/02/2017;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
386;CENTRO UNIVERSITÁRIO DE GOIÁS;UNIGOIÁS;Privada com fins lucrativos;1563469;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;500;11/08/2021;02/02/2021;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
386;CENTRO UNIVERSITÁRIO DE GOIÁS;UNIGOIÁS;Privada com fins lucrativos;1597231;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;100;26/05/2022;29/12/2021;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
386;CENTRO UNIVERSITÁRIO DE GOIÁS;UNIGOIÁS;Privada com fins lucrativos;1701476;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;500;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
387;UNIVERSIDADE CATÓLICA DOM BOSCO;UCDB;Privada sem fins lucrativos;62233;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2009;3;2023;2;2023;2;2023;70;03/02/2003;19/08/2002;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
387;UNIVERSIDADE CATÓLICA DOM BOSCO;UCDB;Privada sem fins lucrativos;1343525;BIOMEDICINA;Bacharelado;Presencial;5;2019;4;2023;4;2023;4;2023;70;01/02/2016;25/09/2015;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
387;UNIVERSIDADE CATÓLICA DOM BOSCO;UCDB;Privada sem fins lucrativos;1662898;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;200;Não iniciado;30/11/2023;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
387;UNIVERSIDADE CATÓLICA DOM BOSCO;UCDB;Privada sem fins lucrativos;1708736;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;1600;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
396;Centro Universitário Ruy Barbosa Wyden;UniRuy Wyden;Privada com fins lucrativos;1322461;BIOMEDICINA;Bacharelado;Presencial;5;2022;4;2023;3;2023;4;2023;100;03/10/2017;03/10/2017;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
396;Centro Universitário Ruy Barbosa Wyden;UniRuy Wyden;Privada com fins lucrativos;1385317;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;100;19/02/2018;20/09/2017;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
398;UNIVERSIDADE TIRADENTES;UNIT;Privada com fins lucrativos;86284;BIOMEDICINA;Bacharelado;Presencial;5;2009;4;2023;3;2023;3;2023;100;02/08/2004;13/04/2004;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
398;UNIVERSIDADE TIRADENTES;UNIT;Privada com fins lucrativos;1483768;MEDICINA;Bacharelado;Presencial;5;2025;-;;4;2025;-;;50;03/08/2020;22/06/2020;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
398;UNIVERSIDADE TIRADENTES;UNIT;Privada com fins lucrativos;1485392;BIOMEDICINA;Bacharelado;A Distância;4;2024;3;2023;1;2023;2;2023;600;19/08/2019;07/06/2019;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
398;UNIVERSIDADE TIRADENTES;UNIT;Privada com fins lucrativos;5000001;MEDICINA;Bacharelado;Presencial;5;2025;3;2023;3;2025;3;2023;160;18/01/2010;-;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
402;CENTRO UNIVERSITÁRIO DE BRASÍLIA;UNICEUB;Privada sem fins lucrativos;63884;BIOMEDICINA;Bacharelado;Presencial;3;2008;4;2023;4;2023;4;2023;240;28/07/2003;14/04/2003;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
402;CENTRO UNIVERSITÁRIO DE BRASÍLIA;UNICEUB;Privada sem fins lucrativos;1135207;MEDICINA;Bacharelado;Presencial;5;2025;3;2023;4;2025;3;2023;150;01/08/2013;21/03/2013;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
402;CENTRO UNIVERSITÁRIO DE BRASÍLIA;UNICEUB;Privada sem fins lucrativos;1349613;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2022;3;2023;3;2023;2;2023;180;22/02/2016;08/10/2015;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
402;CENTRO UNIVERSITÁRIO DE BRASÍLIA;UNICEUB;Privada sem fins lucrativos;1585932;BIOMEDICINA;Bacharelado;Presencial;5;2023;4;2023;4;2023;4;2023;60;09/08/2021;19/07/2021;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
403;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;Privada sem fins lucrativos;48854;MEDICINA;Bacharelado;Presencial;5;2024;4;2023;4;2025;4;2023;100;15/08/2001;06/07/2001;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
403;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;Privada sem fins lucrativos;91295;BIOMEDICINA;Bacharelado;Presencial;5;2008;4;2023;4;2023;4;2023;50;06/02/2006;05/12/2005;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
403;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;Privada sem fins lucrativos;1457306;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2023;4;2023;4;2023;3;2023;100;18/02/2019;29/10/2018;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
403;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;Privada sem fins lucrativos;1617145;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;300;31/12/2022;07/11/2022;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
403;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;Privada sem fins lucrativos;1701484;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;300;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
404;FACULDADES INTEGRADAS DA UPIS;UPIS;Privada sem fins lucrativos;18319;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2008;3;2023;3;2023;3;2023;140;24/08/1998;24/08/1998;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
409;UNIVERSIDADE DE PERNAMBUCO;UPE;Pública Estadual;8437;MEDICINA;Bacharelado;Presencial;-;;4;2023;4;2025;3;2023;150;27/03/1951;27/03/1951;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
409;UNIVERSIDADE DE PERNAMBUCO;UPE;Pública Estadual;1183958;MEDICINA;Bacharelado;Presencial;-;;4;2019;5;2025;4;2019;40;01/08/2011;-;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
409;UNIVERSIDADE DE PERNAMBUCO;UPE;Pública Estadual;1276878;MEDICINA;Bacharelado;Presencial;-;;4;2023;5;2025;4;2023;20;01/08/2013;27/05/2010;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
415;FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO;FCMSCSP;Privada sem fins lucrativos;8554;MEDICINA;Bacharelado;Presencial;5;2024;5;2023;5;2025;4;2023;180;20/05/1963;16/05/1963;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
415;FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO;FCMSCSP;Privada sem fins lucrativos;1667635;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;210;17/02/2025;14/08/2024;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
417;UNIVERSIDADE CIDADE DE SÃO PAULO;UNICID;Privada com fins lucrativos;57402;MEDICINA;Bacharelado;Presencial;5;2025;3;2023;2;2025;3;2023;276;16/02/2004;24/10/2002;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
