Código IES;Instituição(IES);Sigla;Categoria Administrativa;Código Curso;Nome do Curso;Grau;Modalidade;CC;Ano CC;CPC;Ano CPC;ENADE;Ano ENADE;IDD;Ano IDD;Vagas Autorizadas;Data início funcionamento;Data Ato de Criação;Situação;Código Área Geral CINE;Área Geral CINE;Código Área Específica CINE;Área Específica CINE;Código Área Detalhada CINE;Área Detalhada CINE;Código Rótulo CINE;Rótulo CINE
1078;CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO;-;Privada com fins lucrativos;1399480;MEDICINA;Bacharelado;Presencial;4;2024;4;2023;3;2025;4;2023;125;09/11/2017;02/08/2017;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1084;CENTRO UNIVERSITÁRIO CNEC DE BENTO GONÇALVES;-;Privada sem fins lucrativos;1152211;BIOMEDICINA;Bacharelado;Presencial;4;2015;3;2023;2;2023;2;2023;120;20/07/2011;21/07/2011;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1087;CENTRO UNIVERSITÁRIO APARÍCIO CARVALHO;FIMCA;Privada com fins lucrativos;1649261;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;500;Não iniciado;20/07/2023;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1087;CENTRO UNIVERSITÁRIO APARÍCIO CARVALHO;FIMCA;Privada com fins lucrativos;1710999;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;500;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1087;CENTRO UNIVERSITÁRIO APARÍCIO CARVALHO;-;Privada sem fins lucrativos;72675;MEDICINA;Bacharelado;Presencial;4;2025;4;2023;2;2025;3;2023;80;08/09/2004;12/07/2004;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1087;CENTRO UNIVERSITÁRIO APARÍCIO CARVALHO;-;Privada sem fins lucrativos;73753;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2011;3;2023;3;2023;3;2023;120;16/11/2004;20/08/2004;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1087;CENTRO UNIVERSITÁRIO APARÍCIO CARVALHO;-;Privada sem fins lucrativos;94221;BIOMEDICINA;Bacharelado;Presencial;4;2024;4;2023;3;2023;3;2023;100;01/08/2006;24/05/2006;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1090;FACULDADE SÃO LUÍS DE FRANÇA;FSLF;Privada com fins lucrativos;1388180;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;160;Não iniciado;23/08/2018;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1092;FACULDADES INTEGRADAS DE BAURU;FIB;Privada com fins lucrativos;1039255;BIOMEDICINA;Bacharelado;Presencial;4;2014;4;2023;3;2023;3;2023;50;02/02/2010;25/11/2009;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1092;FACULDADES INTEGRADAS DE BAURU;FIB;Privada com fins lucrativos;1052376;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;1;01/02/2010;-;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1100;Centro Universitário Carlos Drummond de Andrade;UniDrummond;Privada sem fins lucrativos;1615961;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;150;05/03/2024;27/10/2022;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1107;Centro Universitário Estácio do Ceará;Estácio Ceará;Privada com fins lucrativos;1419852;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;160;07/03/2018;30/10/2017;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1107;Centro Universitário Estácio do Ceará;Estácio Ceará;Privada com fins lucrativos;1419887;BIOMEDICINA;Bacharelado;Presencial;5;2022;3;2023;2;2023;2;2023;160;07/03/2018;30/10/2017;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1107;Centro Universitário Estácio do Ceará;Estácio Ceará;Privada com fins lucrativos;1498936;MEDICINA;Bacharelado;Presencial;5;2025;-;;-;;-;;50;05/04/2021;-;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1107;Centro Universitário Estácio do Ceará;Estácio Ceará;Privada com fins lucrativos;1550649;MEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;50;28/03/2022;07/03/2022;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1107;Centro Universitário Estácio do Ceará;Estácio Ceará;Privada com fins lucrativos;1575979;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;160;30/08/2021;20/05/2021;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1107;Centro Universitário Estácio do Ceará;Estácio Ceará;Privada com fins lucrativos;1663647;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;100;Não iniciado;08/12/2023;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1107;Centro Universitário Estácio do Ceará;Estácio Ceará;Privada com fins lucrativos;1665770;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;200;25/02/2025;08/01/2024;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1107;Centro Universitário Estácio do Ceará;Estácio Ceará;Privada com fins lucrativos;1708827;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;800;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1113;CENTRO UNIVERSITÁRIO EURO-AMERICANO;UNIEURO;Privada com fins lucrativos;1419799;MEDICINA;Bacharelado;Presencial;5;2024;-;;3;2025;-;;100;18/02/2019;31/12/2018;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1113;CENTRO UNIVERSITÁRIO EURO-AMERICANO;UNIEURO;Privada com fins lucrativos;1667287;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;100;08/03/2024;08/03/2024;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1126;UNIVERSIDADE ESTADUAL DO CENTRO OESTE;UNICENTRO;Pública Estadual;18323;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;5;2023;5;2023;4;2023;50;22/02/1999;17/07/1998;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1126;UNIVERSIDADE ESTADUAL DO CENTRO OESTE;UNICENTRO;Pública Estadual;1448710;MEDICINA;Bacharelado;Presencial;-;;-;;5;2025;-;;40;Não iniciado;18/05/2018;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1128;UNIVERSIDADE DE ITAÚNA;UI;Privada sem fins lucrativos;107766;MEDICINA;Bacharelado;Presencial;5;2025;3;2023;2;2025;2;2023;100;03/12/2007;26/10/2007;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1128;UNIVERSIDADE DE ITAÚNA;UI;Privada sem fins lucrativos;1675083;BIOMEDICINA;Bacharelado;Presencial;4;2025;-;;-;;-;;120;07/02/2022;03/05/2024;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1129;CENTRO UNIVERSITÁRIO DO NORTE DE SÃO PAULO;UNORTE;Privada sem fins lucrativos;91585;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;160;01/02/2006;05/08/2005;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1129;CENTRO UNIVERSITÁRIO DO NORTE DE SÃO PAULO;UNORTE;Privada sem fins lucrativos;1139841;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2019;4;2023;2;2023;3;2023;128;01/02/2011;-;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1131;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO;UNIFSA;Privada com fins lucrativos;1572090;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2025;-;;-;;-;;120;22/02/2021;19/02/2021;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1131;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO;UNIFSA;Privada com fins lucrativos;1595830;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;100;29/09/2021;21/09/2021;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1131;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO;UNIFSA;Privada com fins lucrativos;1621019;MEDICINA;Bacharelado;Presencial;5;2023;-;;-;;-;;60;05/07/2024;05/07/2024;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1131;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO;UNIFSA;Privada com fins lucrativos;1708828;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;800;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1141;CENTRO UNIVERSITÁRIO GAMA E SOUZA;-;Privada sem fins lucrativos;1454960;BIOMEDICINA;Bacharelado;Presencial;4;2023;-;;-;;-;;150;04/02/2019;04/12/2018;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1141;CENTRO UNIVERSITÁRIO GAMA E SOUZA;-;Privada sem fins lucrativos;1516526;BIOMEDICINA;Bacharelado;A Distância;4;2023;3;2023;1;2023;SC;2023;500;26/11/2019;-;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1141;CENTRO UNIVERSITÁRIO GAMA E SOUZA;-;Privada sem fins lucrativos;1517119;BIOMEDICINA;Bacharelado;Presencial;5;2023;-;;-;;-;;150;18/10/2019;18/10/2019;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1141;CENTRO UNIVERSITÁRIO GAMA E SOUZA;-;Privada sem fins lucrativos;1517120;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;150;Não iniciado;18/10/2019;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1141;CENTRO UNIVERSITÁRIO GAMA E SOUZA;-;Privada sem fins lucrativos;1517121;BIOMEDICINA;Bacharelado;Presencial;4;2025;3;2023;2;2023;2;2023;150;18/10/2019;18/10/2019;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1141;CENTRO UNIVERSITÁRIO GAMA E SOUZA;-;Privada sem fins lucrativos;1570898;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;150;Não iniciado;09/02/2021;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1141;CENTRO UNIVERSITÁRIO GAMA E SOUZA;-;Privada sem fins lucrativos;1570899;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;150;Não iniciado;09/02/2021;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1141;CENTRO UNIVERSITÁRIO GAMA E SOUZA;-;Privada sem fins lucrativos;1634252;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;150;Não iniciado;16/03/2023;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1141;CENTRO UNIVERSITÁRIO GAMA E SOUZA;-;Privada sem fins lucrativos;1701684;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;500;13/10/2025;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1149;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;CEUNSP;Privada com fins lucrativos;72405;BIOMEDICINA;Bacharelado;Presencial;5;2008;4;2023;3;2023;4;2023;220;26/01/2004;10/09/2003;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1149;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;CEUNSP;Privada com fins lucrativos;1382750;MEDICINA VETERINÁRIA;Bacharelado;Presencial;5;2022;3;2023;3;2023;2;2023;300;13/02/2017;15/08/2016;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1149;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;CEUNSP;Privada com fins lucrativos;1615613;MEDICINA;Bacharelado;Presencial;5;2024;-;;-;;-;;60;16/09/2024;19/08/2024;Em Atividade;;;;;;;;
1153;UNIVERSIDADE CÂNDIDO MENDES;UCAM;Privada sem fins lucrativos;1591016;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;2640;09/08/2021;06/08/2021;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1153;UNIVERSIDADE CÂNDIDO MENDES;UCAM;Privada sem fins lucrativos;1671776;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;80;19/02/2024;18/04/2024;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1153;UNIVERSIDADE CÂNDIDO MENDES;UCAM;Privada sem fins lucrativos;1701687;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;2640;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1157;ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS;ESFA;Privada sem fins lucrativos;92980;BIOMEDICINA;Bacharelado;Presencial;4;2023;3;2023;2;2023;3;2023;80;26/01/2009;02/05/2006;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1157;ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS;ESFA;Privada sem fins lucrativos;1023037;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;120;Não iniciado;01/04/2009;Extinto;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1157;ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS;ESFA;Privada sem fins lucrativos;1023851;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;80;Não iniciado;-;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1157;ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS;ESFA;Privada sem fins lucrativos;1056198;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2023;3;2023;3;2023;4;2023;80;31/01/2011;01/04/2009;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1160;Centro Universitário Cambury;UniCambury;Privada com fins lucrativos;1575787;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;160;01/08/2021;28/05/2021;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1166;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA;IFPB;Pública Federal;123237;MEDICINA VETERINÁRIA;Bacharelado;Presencial;5;2023;4;2023;4;2023;4;2023;60;02/08/2010;03/08/2009;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1170;Centro Universitário FAMEC;UNIFAMEC;Privada com fins lucrativos;1637143;MEDICINA;Bacharelado;Presencial;5;2023;-;;-;;-;;60;06/11/2024;12/09/2024;Em Atividade;;;;;;;;
1173;FACULDADE ANHANGUERA DE BRASÍLIA;-;Privada com fins lucrativos;83480;BIOMEDICINA;Bacharelado;Presencial;4;2013;3;2023;2;2023;2;2023;140;15/08/2005;01/04/2005;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1175;FACULDADE ESTÁCIO DO RIO GRANDE DO SUL - ESTÁCIO FARGS;ESTÁCIO FARGS;Privada sem fins lucrativos;1439391;BIOMEDICINA;Bacharelado;Presencial;4;2023;3;2023;2;2023;2;2023;100;09/04/2019;20/02/2019;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1175;FACULDADE ESTÁCIO DO RIO GRANDE DO SUL - ESTÁCIO FARGS;ESTÁCIO FARGS;Privada sem fins lucrativos;1545872;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2021;-;;-;;-;;80;25/02/2025;20/09/2024;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1182;INSTITUTO DE ENSINO SUPERIOR DE AMERICANA;IESA;Privada com fins lucrativos;1441136;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;75;Não iniciado;26/06/2019;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1185;CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Privada com fins lucrativos;1377526;BIOMEDICINA;Bacharelado;Presencial;4;2023;4;2023;4;2023;4;2023;150;20/02/2017;17/11/2016;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1185;CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Privada com fins lucrativos;1422297;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;100;19/02/2018;19/09/2017;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1185;CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Privada com fins lucrativos;1574681;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;120;02/03/2021;02/03/2021;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1185;CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Privada com fins lucrativos;1589509;MEDICINA VETERINÁRIA;Bacharelado;A Distância;-;;-;;-;;-;;500;02/08/2021;02/08/2021;Em Extinção;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1185;CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Privada com fins lucrativos;1590344;BIOMEDICINA;Bacharelado;A Distância;4;2025;-;;-;;-;;500;02/08/2021;02/08/2021;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1185;CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Privada com fins lucrativos;1701694;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;500;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1185;CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Privada com fins lucrativos;1702884;MEDICINA VETERINÁRIA;Bacharelado;Semipresencial;-;;-;;-;;-;;500;Não iniciado;25/09/2025;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1187;CENTRO UNIVERSITÁRIO MÓDULO;MÓDULO;Privada com fins lucrativos;1454265;BIOMEDICINA;Bacharelado;Presencial;5;2023;2;2023;2;2023;2;2023;200;04/02/2019;07/08/2018;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1189;UNIVERSIDADE DO PLANALTO CATARINENSE;UNIPLAC;Privada sem fins lucrativos;69464;MEDICINA;Bacharelado;Presencial;5;2025;3;2023;4;2025;3;2023;50;09/02/2004;29/08/2003;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1189;UNIVERSIDADE DO PLANALTO CATARINENSE;UNIPLAC;Privada sem fins lucrativos;118594;BIOMEDICINA;Bacharelado;Presencial;3;2019;3;2023;3;2023;3;2023;80;16/02/2009;21/08/2008;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1196;UNIVERSIDADE CESUMAR;UNICESUMAR;Privada com fins lucrativos;20522;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2008;4;2023;4;2023;4;2023;100;10/08/1998;09/07/1998;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1196;UNIVERSIDADE CESUMAR;UNICESUMAR;Privada com fins lucrativos;57236;BIOMEDICINA;Bacharelado;Presencial;3;2008;5;2023;5;2023;5;2023;120;02/01/2003;07/10/2002;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1196;UNIVERSIDADE CESUMAR;UNICESUMAR;Privada com fins lucrativos;1562729;BIOMEDICINA;Bacharelado;A Distância;4;2024;-;;-;;-;;5000;24/02/2021;02/10/2020;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1196;UNIVERSIDADE CESUMAR;UNICESUMAR;Privada com fins lucrativos;1701702;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;20000;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1196;UNIVERSIDADE CESUMAR;UNICESUMAR;Privada com fins lucrativos;5000930;MEDICINA;Bacharelado;Presencial;5;2025;4;2023;4;2025;3;2023;298;18/11/2011;18/11/2011;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1196;UNIVERSIDADE CESUMAR;UNICESUMAR;Privada com fins lucrativos;5000932;MEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;100;Não iniciado;18/11/2011;Extinto;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1202;Centro Universitário Santa Rita;UNIFASAR;Privada com fins lucrativos;1259993;BIOMEDICINA;Bacharelado;Presencial;4;2019;3;2023;2;2023;3;2023;100;02/01/2015;28/03/2014;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1205;CENTRO UNIVERSITÁRIO FAEL;UNIFAEL;Privada com fins lucrativos;1597920;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;2000;01/02/2022;11/11/2021;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1205;CENTRO UNIVERSITÁRIO FAEL;UNIFAEL;Privada com fins lucrativos;1676624;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;180;Não iniciado;21/06/2024;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1205;CENTRO UNIVERSITÁRIO FAEL;UNIFAEL;Privada com fins lucrativos;1701708;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;2000;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1224;CENTRO UNIVERSITÁRIO DE JALES;UNIJALES;Privada sem fins lucrativos;1430140;BIOMEDICINA;Bacharelado;Presencial;4;2022;3;2023;1;2023;3;2023;50;05/02/2018;29/08/2017;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1225;CENTRO UNIVERSITÁRIO AMPARENSE;UNIFIA;Privada com fins lucrativos;98597;BIOMEDICINA;Bacharelado;Presencial;4;2010;2;2023;2;2023;3;2023;100;05/02/2007;14/08/2006;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1227;CENTRO UNIVERSITÁRIO SÃO FRANCISCO DE BARREIRAS;-;Privada sem fins lucrativos;1257490;BIOMEDICINA;Bacharelado;Presencial;3;2024;3;2023;2;2023;3;2023;80;03/12/2014;28/03/2014;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1227;CENTRO UNIVERSITÁRIO SÃO FRANCISCO DE BARREIRAS;-;Privada sem fins lucrativos;1575867;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;240;01/08/2021;29/04/2021;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1227;CENTRO UNIVERSITÁRIO SÃO FRANCISCO DE BARREIRAS;-;Privada sem fins lucrativos;5001341;MEDICINA;Bacharelado;Presencial;5;2024;3;2023;2;2025;3;2023;80;20/02/2017;18/08/2016;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1230;CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL;UNIPINHAL;Privada sem fins lucrativos;19685;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2023;3;2023;2;2023;3;2023;100;31/07/1987;13/04/1987;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1230;CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL;UNIPINHAL;Privada sem fins lucrativos;1112644;BIOMEDICINA;Bacharelado;Presencial;4;2016;3;2023;3;2023;4;2023;50;02/02/2010;-;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
