Ano;Semestre;Nome Mantenedora;CÛdigo e-MEC da Mantenedora;CNPJ da mantenedora;Nome da IES;CÛdigo e-MEC da IES;OrganizaÁ„o AcadÍmica da IES;UF da IES;MunicÌpio da IES;Nome do Local de oferta;CÛdigo do Local de Oferta;MunicÌpio do Local de Oferta;UF do Local de Oferta;Nome da Microregi„o;CÛdigo da Microregi„o;CÛdigo da Mesorregi„o;Nome da Mesorregi„o;¡rea do conhecimento;Sub·rea do conhecimento;CÛd. Do Grupo de PreferÍncia; Nota de Corte GP ;CÛdigo do Curso;Nome do Curso;Turno;Grau;Conceito;Vagas autorizadas e-mec;Vagas ofertadas FIES;Vagas alÈm da Oferta;Vagas ocupadas; Valor bruto do curso ; 1 Semestre Bruto ; 2 Semestre Bruto ; 3 Semestre Bruto ; 4 Semestre Bruto ; 5 Semestre Bruto ; 6 Semestre Bruto ; 7 Semestre Bruto ; 8 Semestre Bruto ; 9 Semestre Bruto ; 10 Semestre Bruto ; 11 Semestre Bruto ; 12 Semestre Bruto ; Valor do curso para o Fies ; 1 Semestre Fies ; 2 Semestre Fies ; 3 Semestre Fies ; 4 Semestre Fies ; 5 Semestre Fies ; 6 Semestre Fies ; 7 Semestre Fies ; 8 Semestre Fies ; 9 Semestre Fies ; 10 Semestre Fies ; 11 Semestre Fies ; 12 Semestre Fies 
2021;1;CETEC EDUCACIONAL S.A.;3082;07761676000147;FACULDADE APRIMORAR DE S√O JOS… DOS CAMPOS;2625;Faculdade ;SP;S„o JosÈ dos Campos;CENTRO;1059427;S„o JosÈ dos Campos;SP;S„o JosÈ dos Campos;35050;3513;Vale do ParaÌba Paulista;CURSOS NAO PRIORITARIOS;ADMINISTRA«√O, ADMINISTRA«√O P⁄BLICA, GEST√O, LOGÕSTICA, NEG”CIOS E CURSOS RELACIONADOS;120888; 559,58 ;74837;GEST√O DE RECURSOS HUMANOS;MATUTINO;TecnolÛgico;4;80;20;20;0; 13.176,00 ; 3.294,00 ; 3.294,00 ; 3.294,00 ; 3.294,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 12.517,20 ; 3.129,30 ; 3.129,30 ; 3.129,30 ; 3.129,30 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;1;ASSOCIACAO FACULDADES CATOLICAS PETROPOLITANAS;15046;03108082000180;UNIVERSIDADE CAT”LICA DE PETR”POLIS;15;Universidade;RJ;PetrÛpolis;UNIDADE SEDE;657679;PetrÛpolis;RJ;Serrana;33015;3306;Metropolitana do Rio de Janeiro;CURSOS NAO PRIORITARIOS;ADMINISTRA«√O, ADMINISTRA«√O P⁄BLICA, GEST√O, LOGÕSTICA, NEG”CIOS E CURSOS RELACIONADOS;120307; 518,96 ;1312;ADMINISTRA«√O;NOTURNO;Bacharelado;3;80;5;0;0; 90.192,00 ; 11.274,00 ; 11.274,00 ; 11.274,00 ; 11.274,00 ; 11.274,00 ; 11.274,00 ; 11.274,00 ; 11.274,00 ; -   ; -   ; -   ; -   ; 50.496,00 ; 6.312,00 ; 6.312,00 ; 6.312,00 ; 6.312,00 ; 6.312,00 ; 6.312,00 ; 6.312,00 ; 6.312,00 ; -   ; -   ; -   ; -   
2021;1;CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA;560;79265617000199;UNIVERSIDADE CESUMAR;1196;Universidade;PR;Maring·;MARING¡;658314;Maring·;PR;Maring·;41009;4103;Norte Central Paranaense;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;ENGENHARIA EL…TRICA, ELETR‘NICA, DA COMPUTA«√O E CURSOS RELACIONADOS;121084; 585,64 ;73021;ENGENHARIA DE CONTROLE E AUTOMA«√O;MATUTINO;Bacharelado;4;30;12;0;0; 138.452,00 ; 13.845,20 ; 13.845,20 ; 13.845,20 ; 13.845,20 ; 13.845,20 ; 13.845,20 ; 13.845,20 ; 13.845,20 ; 13.845,20 ; 13.845,20 ; -   ; -   ; 138.452,00 ; 13.845,20 ; 13.845,20 ; 13.845,20 ; 13.845,20 ; 13.845,20 ; 13.845,20 ; 13.845,20 ; 13.845,20 ; 13.845,20 ; 13.845,20 ; -   ; -   
2021;1;UNESBA - UNIAO DE ENSINO SUPERIOR DE BRASILIA LTDA;1921;05158317000174;FACULDADE PROJE«√O DO GUAR¡;2964;Faculdade ;DF;BrasÌlia;FACULDADE PROJE«√O DO GUAR¡;659360;BrasÌlia;DF;BrasÌlia;53001;5301;Distrito Federal;CURSOS NAO PRIORITARIOS;ADMINISTRA«√O, ADMINISTRA«√O P⁄BLICA, GEST√O, LOGÕSTICA, NEG”CIOS E CURSOS RELACIONADOS;122242; 558,98 ;69186;ADMINISTRA«√O;NOTURNO;Bacharelado;4;150;60;60;0; 44.938,00 ; 5.617,25 ; 5.617,25 ; 5.617,25 ; 5.617,25 ; 5.617,25 ; 5.617,25 ; 5.617,25 ; 5.617,25 ; -   ; -   ; -   ; -   ; 42.691,04 ; 5.336,38 ; 5.336,38 ; 5.336,38 ; 5.336,38 ; 5.336,38 ; 5.336,38 ; 5.336,38 ; 5.336,38 ; -   ; -   ; -   ; -   
2021;1;E. DE L. E LIMA & CIA LTDA;949;03410604000102;ESCOLA SUPERIOR BATISTA DO AMAZONAS;1436;Faculdade ;AM;Manaus;UNIDADE SEDE;658481;Manaus;AM;Manaus;13007;1303;Centro Amazonense;CURSOS DA ¡REA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR;LETRAS - IDIOMAS, FÕSICA (LIC), QUÕMICA (LIC) E CURSOS RELACIONADOS;117975; 475,42 ;27175;LETRAS - LÕNGUA PORTUGUESA;NOTURNO;Licenciatura;3;50;15;30;0; 34.368,48 ; 4.296,06 ; 4.296,06 ; 4.296,06 ; 4.296,06 ; 4.296,06 ; 4.296,06 ; 4.296,06 ; 4.296,06 ; -   ; -   ; -   ; -   ; 13.648,08 ; 1.706,01 ; 1.706,01 ; 1.706,01 ; 1.706,01 ; 1.706,01 ; 1.706,01 ; 1.706,01 ; 1.706,01 ; -   ; -   ; -   ; -   
2021;1;INSTITUTO SANTANENSE DE ENSINO SUPERIOR;316;62881099000135;CENTRO UNIVERSIT¡RIO SANT ANNA;456;Centro Universit·rio;SP;S„o Paulo;CAMPUS  - S√O PAULO - SANTANA;657908;S„o Paulo;SP;S„o Paulo;35061;3515;Metropolitana de S„o Paulo;CURSOS DA AREA DE SAUDE;SERVI«O SOCIAL, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL E CURSOS RELACIONADOS;120925; 453,08 ;106958;RADIOLOGIA;NOTURNO;TecnolÛgico;4;70;28;42;0; 35.172,00 ; 5.406,00 ; 5.406,00 ; 5.406,00 ; 5.406,00 ; 6.774,00 ; 6.774,00 ; -   ; -   ; -   ; -   ; -   ; -   ; 35.172,00 ; 5.406,00 ; 5.406,00 ; 5.406,00 ; 5.406,00 ; 6.774,00 ; 6.774,00 ; -   ; -   ; -   ; -   ; -   ; -   
2021;1;FUNDACAO CULTURAL DE ARAXA;78;17806696000140;CENTRO UNIVERSIT¡RIO DO PLANALTO DE ARAX¡;1575;Centro Universit·rio;MG;Arax·;CAMPUS  - ARAX¡ - S√O GERALDO;658592;Arax·;MG;Arax·;31023;3105;Tri‚ngulo Mineiro/Alto ParanaÌba;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;CI NCIA DA COMPUTA«√O E SISTEMAS DE INFORMA«√O E CURSOS RELACIONADOS;119601; 476,34 ;65863;SISTEMAS DE INFORMA«√O;NOTURNO;Bacharelado;3;50;15;0;0; 51.012,48 ; 6.376,56 ; 6.376,56 ; 6.376,56 ; 6.376,56 ; 6.376,56 ; 6.376,56 ; 6.376,56 ; 6.376,56 ; -   ; -   ; -   ; -   ; 51.012,48 ; 6.376,56 ; 6.376,56 ; 6.376,56 ; 6.376,56 ; 6.376,56 ; 6.376,56 ; 6.376,56 ; 6.376,56 ; -   ; -   ; -   ; -   
2021;1;SER EDUCACIONAL S.A.;1847;04986320000113;Faculdade Uninassau Garanhuns;18653;Faculdade ;PE;Garanhuns;Sede;1082109;Garanhuns;PE;Garanhuns;26011;2603;Agreste Pernambucano;CURSOS NAO PRIORITARIOS;ADMINISTRA«√O, ADMINISTRA«√O P⁄BLICA, GEST√O, LOGÕSTICA, NEG”CIOS E CURSOS RELACIONADOS;118934; 506,16 ;1263109;ADMINISTRA«√O;NOTURNO;Bacharelado;4;120;48;0;0; 52.824,90 ; 5.282,49 ; 5.282,49 ; 5.282,49 ; 5.282,49 ; 5.282,49 ; 5.282,49 ; 5.282,49 ; 5.282,49 ; 5.282,49 ; 5.282,49 ; -   ; -   ; 21.130,00 ; 2.113,00 ; 2.113,00 ; 2.113,00 ; 2.113,00 ; 2.113,00 ; 2.113,00 ; 2.113,00 ; 2.113,00 ; 2.113,00 ; 2.113,00 ; -   ; -   
2021;1;CENTRO UNIVERSITARIO POLIENSINO LTDA - ME;16755;26134455000193;Faculdade Poliensino - FP;21977;Faculdade ;MT;Cuiab·;FP;1096065;Cuiab·;MT;Cuiab·;51017;5104;Centro-Sul Mato-grossense;CURSOS NAO PRIORITARIOS;ADMINISTRA«√O, ADMINISTRA«√O P⁄BLICA, GEST√O, LOGÕSTICA, NEG”CIOS E CURSOS RELACIONADOS;121991; 552,42 ;1370267;ADMINISTRA«√O;NOTURNO;Bacharelado;3;50;15;5;0; 30.624,00 ; 3.828,00 ; 3.828,00 ; 3.828,00 ; 3.828,00 ; 3.828,00 ; 3.828,00 ; 3.828,00 ; 3.828,00 ; -   ; -   ; -   ; -   ; 29.092,80 ; 3.636,60 ; 3.636,60 ; 3.636,60 ; 3.636,60 ; 3.636,60 ; 3.636,60 ; 3.636,60 ; 3.636,60 ; -   ; -   ; -   ; -   
2021;1;SOCIEDADE PAULISTA DE ENSINO E PESQUISA S/S LTDA;16298;04302037000125;Universidade Universus Veritas Guarulhos;481;Universidade;SP;Guarulhos;GUARULHOS CENTRO;103202;Guarulhos;SP;Guarulhos;35059;3515;Metropolitana de S„o Paulo;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;120921; 559,88 ;38181;FARM¡CIA;MATUTINO;Bacharelado;4;110;44;0;1; 59.311,04 ; 7.413,88 ; 7.413,88 ; 7.413,88 ; 7.413,88 ; 7.413,88 ; 7.413,88 ; 7.413,88 ; 7.413,88 ; -   ; -   ; -   ; -   ; 23.724,40 ; 2.965,55 ; 2.965,55 ; 2.965,55 ; 2.965,55 ; 2.965,55 ; 2.965,55 ; 2.965,55 ; 2.965,55 ; -   ; -   ; -   ; -   
2021;1;CEUMA-ASSOCIACAO DE ENSINO SUPERIOR;2559;23689763000197;UNIVERSIDADE CEUMA;823;Universidade;MA;S„o LuÌs;UNIVERSIDADE CEUMA - UNICEUMA - CAMPUS RENASCEN«A;658119;S„o LuÌs;MA;AglomeraÁ„o Urbana de S„o LuÌs;21002;2101;Norte Maranhense;CURSOS NAO PRIORITARIOS;DIREITO, COM…RCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS;118295; 551,18 ;17088;DIREITO;NOTURNO;Bacharelado;5;260;130;130;17; 106.430,40 ; 10.643,04 ; 10.643,04 ; 10.643,04 ; 10.643,04 ; 10.643,04 ; 10.643,04 ; 10.643,04 ; 10.643,04 ; 10.643,04 ; 10.643,04 ; -   ; -   ; 95.787,40 ; 9.578,74 ; 9.578,74 ; 9.578,74 ; 9.578,74 ; 9.578,74 ; 9.578,74 ; 9.578,74 ; 9.578,74 ; 9.578,74 ; 9.578,74 ; -   ; -   
2021;1;ASSUPERO ENSINO SUPERIOR LTDA.;2415;06099229000101;UNIVERSIDADE PAULISTA;322;Universidade;SP;S„o Paulo;CAMPUS X - NORTE;2646;S„o Paulo;SP;S„o Paulo;35061;3515;Metropolitana de S„o Paulo;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;120920; 559,74 ;73388;FISIOTERAPIA;NOTURNO;Bacharelado;3;230;69;161;0; 31.842,87 ; 4.355,81 ; 3.810,90 ; 3.521,16 ; 3.521,16 ; 3.521,16 ; 4.257,98 ; 4.427,35 ; 4.427,35 ; -   ; -   ; -   ; -   ; 25.427,07 ; 3.049,07 ; 2.756,42 ; 2.546,86 ; 2.546,86 ; 2.546,86 ; 3.569,04 ; 4.205,98 ; 4.205,98 ; -   ; -   ; -   ; -   
2021;1;ASSUPERO ENSINO SUPERIOR LTDA.;2415;06099229000101;UNIVERSIDADE PAULISTA;322;Universidade;SP;S„o Paulo;BRASILIA I;374;BrasÌlia;DF;BrasÌlia;53001;5301;Distrito Federal;CURSOS NAO PRIORITARIOS;ADMINISTRA«√O, ADMINISTRA«√O P⁄BLICA, GEST√O, LOGÕSTICA, NEG”CIOS E CURSOS RELACIONADOS;122242; 558,98 ;43259;ADMINISTRA«√O;MATUTINO;Bacharelado;4;230;92;138;0; 37.246,42 ; 4.628,14 ; 6.568,02 ; 3.689,81 ; 4.255,10 ; 3.988,12 ; 4.466,25 ; 4.825,49 ; 4.825,49 ; -   ; -   ; -   ; -   ; 31.263,89 ; 3.239,70 ; 6.108,26 ; 2.673,52 ; 3.255,15 ; 3.228,17 ; 3.743,61 ; 4.507,74 ; 4.507,74 ; -   ; -   ; -   ; -   
2021;1;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A;14514;38733648000140;UNIVERSIDADE DE CUIAB¡;780;Universidade;MT;Cuiab·;UNIC - BEIRA RIO (SEDE);658099;Cuiab·;MT;Cuiab·;51017;5104;Centro-Sul Mato-grossense;CURSOS DA AREA DE SAUDE;MEDICINA;121957; 713,62 ;18472;MEDICINA;INTEGRAL;Bacharelado;3;46;13;33;30; 890.515,92 ; 71.992,50 ; 71.992,50 ; 77.737,50 ; 82.152,12 ; 88.717,08 ; 85.934,88 ; 41.857,02 ; 92.321,58 ; 95.869,86 ; 57.955,32 ; 65.150,82 ; 58.834,74 ; 659.886,19 ; 57.594,00 ; 57.594,00 ; 60.461,14 ; 59.322,06 ; 64.688,04 ; 62.053,56 ; 30.224,97 ; 66.665,43 ; 69.903,50 ; 41.849,55 ; 47.045,39 ; 42.484,55 
2021;1;IBMEC EDUCACIONAL LTDA.;1223;04298309000160;Centro Universit·rio Metrocamp Wyden;2279;Centro Universit·rio;SP;Campinas;CAMPINAS;1045316;Campinas;SP;Campinas;35032;3507;Campinas;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;120594; 505,42 ;1350634;ENFERMAGEM;MATUTINO;Bacharelado;4;50;20;30;2; 86.360,30 ; 8.636,03 ; 8.636,03 ; 8.636,03 ; 8.636,03 ; 8.636,03 ; 8.636,03 ; 8.636,03 ; 8.636,03 ; 8.636,03 ; 8.636,03 ; -   ; -   ; 86.360,30 ; 8.636,03 ; 8.636,03 ; 8.636,03 ; 8.636,03 ; 8.636,03 ; 8.636,03 ; 8.636,03 ; 8.636,03 ; 8.636,03 ; 8.636,03 ; -   ; -   
2021;1;ASSUPERO ENSINO SUPERIOR LTDA.;2415;06099229000101;UNIVERSIDADE PAULISTA;322;Universidade;SP;S„o Paulo;CAMPINAS I;693679;Campinas;SP;Campinas;35032;3507;Campinas;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;ENGENHARIA DE PRODU«√O, DE MATERIAIS E CURSOS RELACIONADOS;120602; 567,78 ;1521887;ENGENHARIA DE PRODU«√O;MATUTINO;Bacharelado;Autorizado;230;57;173;0; 58.847,00 ; 7.502,40 ; 5.435,66 ; 5.135,78 ; 5.417,06 ; 5.886,75 ; 5.893,87 ; 5.893,87 ; 5.893,87 ; 5.893,87 ; 5.893,87 ; -   ; -   ; 45.524,57 ; 5.251,68 ; 3.931,61 ; 3.729,29 ; 4.048,71 ; 4.758,38 ; 4.760,98 ; 4.760,98 ; 4.760,98 ; 4.760,98 ; 4.760,98 ; -   ; -   
2021;1;ASSUPERO ENSINO SUPERIOR LTDA.;2415;06099229000101;UNIVERSIDADE PAULISTA;322;Universidade;SP;S„o Paulo;SOROCABA I;373;Sorocaba;SP;Sorocaba;35046;3512;Macro Metropolitana Paulista;CURSOS NAO PRIORITARIOS;CI NCIAS SOCIAIS, POLÕTICAS, ECON‘MICAS E CONT¡BEIS, PSICOLOGIA E SECRETARIADO;120825; 594,80 ;18773;PSICOLOGIA;MATUTINO;Bacharelado;3;230;69;161;2; 85.979,78 ; 11.035,80 ; 8.201,78 ; 7.615,91 ; 8.097,39 ; 8.652,93 ; 9.046,08 ; 8.450,16 ; 8.262,74 ; 8.094,28 ; 8.522,71 ; -   ; -   ; 71.438,20 ; 7.725,06 ; 5.932,35 ; 5.579,97 ; 6.051,99 ; 6.976,70 ; 7.582,42 ; 7.953,96 ; 7.849,60 ; 7.689,57 ; 8.096,58 ; -   ; -   
2021;1;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A;14514;38733648000140;FACULDADE PIT¡GORAS DO MARANH√O;1452;Faculdade ;MA;S„o LuÌs;TURU;658496;S„o LuÌs;MA;AglomeraÁ„o Urbana de S„o LuÌs;21002;2101;Norte Maranhense;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;ENGENHARIA DE PRODU«√O, DE MATERIAIS E CURSOS RELACIONADOS;118268; 459,64 ;1204431;ENGENHARIA DE PRODU«√O;NOTURNO;Bacharelado;4;177;70;107;0; 108.148,44 ; 9.365,64 ; 9.271,86 ; 10.197,18 ; 8.703,24 ; 9.841,08 ; 9.787,80 ; 10.810,80 ; 13.061,40 ; 14.985,24 ; 12.124,20 ; -   ; -   ; 72.277,09 ; 5.994,00 ; 5.934,00 ; 6.348,34 ; 4.278,74 ; 6.963,80 ; 6.873,98 ; 7.592,45 ; 9.173,03 ; 10.603,94 ; 8.514,81 ; -   ; -   
2021;1;ASSUPERO ENSINO SUPERIOR LTDA.;2415;06099229000101;UNIVERSIDADE PAULISTA;322;Universidade;SP;S„o Paulo;CAMPINAS I;693679;Campinas;SP;Campinas;35032;3507;Campinas;CURSOS DA ¡REA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR;ARTES, CI NCIAS SOCIAIS E CURSOS RELACIONADOS;120622; 545,34 ;76377;CI NCIAS BIOL”GICAS;NOTURNO;Licenciatura;4;115;46;69;0; 31.174,41 ; 5.605,46 ; 4.740,01 ; 4.505,46 ; 4.505,46 ; 5.007,66 ; 6.810,36 ; -   ; -   ; -   ; -   ; -   ; -   ; 24.426,46 ; 3.923,82 ; 3.428,45 ; 3.258,80 ; 3.258,80 ; 4.086,75 ; 6.469,84 ; -   ; -   ; -   ; -   ; -   ; -   
2021;1;ASSUPERO ENSINO SUPERIOR LTDA.;2415;06099229000101;UNIVERSIDADE PAULISTA;322;Universidade;SP;S„o Paulo;MANAUS I;377;Manaus;AM;Manaus;13007;1303;Centro Amazonense;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;CI NCIA DA COMPUTA«√O E SISTEMAS DE INFORMA«√O E CURSOS RELACIONADOS;117959; 455,54 ;43664;CI NCIA DA COMPUTA«√O;MATUTINO;Bacharelado;3;230;69;161;0; 33.331,49 ; 4.535,57 ; 3.904,32 ; 3.702,35 ; 3.890,53 ; 4.116,78 ; 4.116,78 ; 4.116,78 ; 4.948,38 ; -   ; -   ; -   ; -   ; 26.447,67 ; 3.174,90 ; 2.823,99 ; 2.677,91 ; 3.041,42 ; 3.342,83 ; 3.342,83 ; 3.342,83 ; 4.700,96 ; -   ; -   ; -   ; -   
2021;1;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A;14514;38733648000140;FACULDADE UNIME DE CI NCIAS JURÕDICAS;1565;Faculdade ;BA;Lauro de Freitas;CAMPUS  - LAURO DE FREITAS - CENTRO;658584;Lauro de Freitas;BA;Salvador;29021;2905;Metropolitana de Salvador;CURSOS NAO PRIORITARIOS;DIREITO, COM…RCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS;119405; 630,74 ;38905;DIREITO;NOTURNO;Bacharelado;4;150;60;90;0; 110.708,70 ; 9.365,64 ; 9.365,64 ; 10.300,32 ; 8.615,16 ; 9.761,46 ; 9.589,80 ; 10.392,72 ; 14.460,60 ; 15.954,36 ; 12.903,00 ; -   ; -   ; 74.744,49 ; 5.994,00 ; 5.994,00 ; 6.412,56 ; 4.840,20 ; 6.907,46 ; 6.734,93 ; 7.354,17 ; 10.155,69 ; 11.289,69 ; 9.061,79 ; -   ; -   
2021;1;SOCIEDADE EMPRESARIAL DE ESTUDOS SUPERIORES E TECNOLOGICOS SANT''ANA LTDA - ME;12729;09403679000134;FACULDADE EST¡CIO DE FEIRA DE SANTANA;13783;Faculdade ;BA;Feira de Santana;FEIRA DE SANTANA;1043416;Feira de Santana;BA;Feira de Santana;29012;2903;Centro Norte Baiano;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;ENGENHARIA CIVIL E AMBIENTAL, ARQUITETURA E CURSOS RELACIONADOS;119265; 526,76 ;1439415;ENGENHARIA CIVIL;MATUTINO;Bacharelado;4;75;30;45;0; 55.705,70 ; 5.570,57 ; 5.570,57 ; 5.570,57 ; 5.570,57 ; 5.570,57 ; 5.570,57 ; 5.570,57 ; 5.570,57 ; 5.570,57 ; 5.570,57 ; -   ; -   ; 38.994,00 ; 3.899,40 ; 3.899,40 ; 3.899,40 ; 3.899,40 ; 3.899,40 ; 3.899,40 ; 3.899,40 ; 3.899,40 ; 3.899,40 ; 3.899,40 ; -   ; -   
2021;1;ASSUPERO ENSINO SUPERIOR LTDA.;2415;06099229000101;UNIVERSIDADE PAULISTA;322;Universidade;SP;S„o Paulo;SANTANA DE PARNAÕBA I;2637;Santana de ParnaÌba;SP;Osasco;35057;3515;Metropolitana de S„o Paulo;CURSOS NAO PRIORITARIOS;ADMINISTRA«√O, ADMINISTRA«√O P⁄BLICA, GEST√O, LOGÕSTICA, NEG”CIOS E CURSOS RELACIONADOS;120997; 554,30 ;5000454;GEST√O DA TECNOLOGIA DA INFORMA«√O;NOTURNO;TecnolÛgico;3;115;34;81;0; 14.908,06 ; 4.786,80 ; 3.437,41 ; 3.367,76 ; 3.316,09 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 10.751,39 ; 3.350,76 ; 2.486,28 ; 2.435,90 ; 2.478,45 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;1;FUNDACAO PRESIDENTE ANTONIO CARLOS;221;17080078000166;Faculdade Presidente AntÙnio Carlos de Ponte Nova;14115;Faculdade ;MG;Ponte Nova;UNIDADE SEDE;1044374;Ponte Nova;MG;Ponte Nova;31060;3112;Zona da Mata;CURSOS DA ¡REA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR;HIST”RIA (LIC), GEOGRAFIA (LIC), EDUCA«√O FÕSICA (LIC) E CURSOS RELACIONADOS;119970; 527,34 ;1261766;EDUCA«√O FÕSICA;NOTURNO;Bacharelado;4;100;2;0;0; 56.388,90 ; 7.032,90 ; 7.032,90 ; 7.032,90 ; 6.867,00 ; 7.032,90 ; 6.867,00 ; 7.169,10 ; 7.354,20 ; -   ; -   ; -   ; -   ; 34.114,66 ; 4.360,40 ; 4.360,40 ; 4.219,74 ; 4.120,20 ; 4.219,74 ; 4.120,20 ; 4.301,46 ; 4.412,52 ; -   ; -   ; -   ; -   
2021;1;SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA;119;34075739000184;UNIVERSIDADE EST¡CIO DE S¡;163;Universidade;RJ;Rio de Janeiro;NITER”I III;1073404;NiterÛi;RJ;Rio de Janeiro;33018;3306;Metropolitana do Rio de Janeiro;CURSOS NAO PRIORITARIOS;DIREITO, COM…RCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS;120300; 608,44 ;19303;DIREITO;MATUTINO;Bacharelado;4;150;60;90;2; 93.420,00 ; 9.342,00 ; 9.342,00 ; 9.342,00 ; 9.342,00 ; 9.342,00 ; 9.342,00 ; 9.342,00 ; 9.342,00 ; 9.342,00 ; 9.342,00 ; -   ; -   ; 65.394,00 ; 6.539,40 ; 6.539,40 ; 6.539,40 ; 6.539,40 ; 6.539,40 ; 6.539,40 ; 6.539,40 ; 6.539,40 ; 6.539,40 ; 6.539,40 ; -   ; -   
2021;1;SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA;119;34075739000184;Centro Universit·rio Est·cio de Belo Horizonte - Est·cio BH;1509;Centro Universit·rio;MG;Belo Horizonte;FLORESTA;658541;Belo Horizonte;MG;Belo Horizonte;31030;3107;Metropolitana de Belo Horizonte;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;119689; 499,84 ;66627;ENFERMAGEM;NOTURNO;Bacharelado;5;30;15;15;7; 83.134,30 ; 8.313,43 ; 8.313,43 ; 8.313,43 ; 8.313,43 ; 8.313,43 ; 8.313,43 ; 8.313,43 ; 8.313,43 ; 8.313,43 ; 8.313,43 ; -   ; -   ; 58.194,00 ; 5.819,40 ; 5.819,40 ; 5.819,40 ; 5.819,40 ; 5.819,40 ; 5.819,40 ; 5.819,40 ; 5.819,40 ; 5.819,40 ; 5.819,40 ; -   ; -   
2021;1;INSTITUTO INVEST DE EDUCACAO CONSULTORIA E ASSESSORIA LTDA;16364;15381314000159;Faculdade Invest de CiÍncias e Tecnologia;3303;Faculdade ;MT;Cuiab·;CAMPUS COXIPO;1079636;Cuiab·;MT;Cuiab·;51017;5104;Centro-Sul Mato-grossense;CURSOS NAO PRIORITARIOS;CI NCIAS SOCIAIS, POLÕTICAS, ECON‘MICAS E CONT¡BEIS, PSICOLOGIA E SECRETARIADO;121989; 612,58 ;1386600;PSICOLOGIA;NOTURNO;Bacharelado;3;50;15;20;0; 66.000,00 ; 6.600,00 ; 6.600,00 ; 6.600,00 ; 6.600,00 ; 6.600,00 ; 6.600,00 ; 6.600,00 ; 6.600,00 ; 6.600,00 ; 6.600,00 ; -   ; -   ; 33.000,00 ; 3.300,00 ; 3.300,00 ; 3.300,00 ; 3.300,00 ; 3.300,00 ; 3.300,00 ; 3.300,00 ; 3.300,00 ; 3.300,00 ; 3.300,00 ; -   ; -   
2021;1;ISCP - SOCIEDADE EDUCACIONAL LTDA.;321;62596408000125;UNIVERSIDADE ANHEMBI MORUMBI;466;Universidade;SP;S„o Paulo;CAMPUS MOOCA;2503;S„o Paulo;SP;S„o Paulo;35061;3515;Metropolitana de S„o Paulo;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;ENGENHARIA CIVIL E AMBIENTAL, ARQUITETURA E CURSOS RELACIONADOS;120947; 564,72 ;1314247;ENGENHARIA CIVIL;NOTURNO;Bacharelado;4;180;72;0;1; 90.608,34 ; 9.720,00 ; 8.460,00 ; 8.798,40 ; 8.460,00 ; 8.816,82 ; 8.160,00 ; 9.655,02 ; 9.165,24 ; 10.056,06 ; 9.316,80 ; -   ; -   ; 90.608,34 ; 9.720,00 ; 8.460,00 ; 8.798,40 ; 8.460,00 ; 8.816,82 ; 8.160,00 ; 9.655,02 ; 9.165,24 ; 10.056,06 ; 9.316,80 ; -   ; -   
